,book_to_market,market_cap,beta,discr_r
2019-06-30,0.8582573327847761,4259791.228905725,0.5450186950893794,-0.03146851879065016
2019-06-30,0.559367774014231,3420660395.8162775,0.517620278351498,-0.08130785928238737
2019-06-30,0.9270444299080369,5378665926.555,1.10819801968814,0.14903122304917837
2019-06-30,1.1635401796299296,431478568.65483505,0.42644625872191744,-0.08968619437618919
2019-06-30,0.6698865823271498,1714809603.1109133,0.7759802303298822,0.019781401402498622
2019-06-30,0.16372469549680996,16420801427.882,1.3853508976177282,0.14105853481894215
2019-06-30,0.5689759351495024,2918530579.8334875,1.287766665022954,0.17706616435270117
2019-06-30,0.07566544487785007,12207846869.97988,1.3159428859044788,-0.05712365476229142
2019-06-30,0.003192838415419623,1566125506.0,1.9949696853097318,0.20436681222707387
2019-06-30,0.17096765604522285,439192204.65297,0.9436647797761856,0.09324757436337561
2019-06-30,1.484320375426004,7268122.76,2.380952344120455,0.12903225806451535
2019-06-30,1.5813141149331804,15691555.134,0.8402873751178083,0.2844036697247705
2019-06-30,1.2891898034340386,1139734879.2760594,0.7827759377627171,0.05755915303623649
2019-06-30,0.5824480906874477,1026913973.6168664,0.6540865002616696,-0.05720814615210312
2019-06-30,0.5170504525529201,728897289.69891,0.8664676888578418,-0.10944200996058007
2019-06-30,0.08164243898449479,3749308706.2302003,0.4502016534478561,-0.011517177980461035
2019-06-30,0.5918793153808513,1867481072.74863,0.8470478950557772,0.10454223618219949
2019-06-30,1.222332880099291,110282399.523,0.6009044499172348,0.07395498630080355
2019-06-30,1.915360321936155,613411869.96667,2.000213470499737,0.09848486928948574
2019-06-30,1.53509967422612,22557633.025,-0.10054775947797578,0.0
2019-06-30,0.17577149961219166,1745806764.0338848,1.0324691005252966,0.06494142091300792
2019-06-30,1.1760715992979585,199769352.07341883,0.5752756555610847,0.05000852981778903
2019-06-30,0.40296759304368823,2738004322.942952,0.8948778609170382,0.04402681531085095
2019-06-30,1.1256973830911838,61878431.675625004,0.014064318960020871,0.014492754579414902
2019-06-30,1.5432321667672455,170071218.144625,0.7576722374080369,0.06478858440175594
2019-06-30,2.1647525164855614,60776732.81025,0.15231901066816783,0.10236195877409537
2019-06-30,0.4347418037691191,99189509.519125,0.926223842929279,-0.1077083333333333
2019-06-30,0.5832722795392633,295502632.13860977,0.26995679618956536,-0.00887763462009905
2019-06-30,0.7694104520280208,380024160.7812,1.069052793976758,0.10400955587989524
2019-06-30,1.2581623890820175,573808255.082592,-0.002822812883492917,0.020272429855372476
2019-06-30,4.585382936873442,29911365.4385,0.13268743131401442,-0.2688821752265861
2019-06-30,0.009147762045922974,35543241614.159996,1.2252470836725904,0.06796795761683194
2019-06-30,1.0276378453229096,2050236596.491621,0.6468425947860131,0.011198237786034237
2019-06-30,0.8013311086328766,5380972767.7425,0.9385828614786098,0.20074272239029956
2019-06-30,0.36567077213106014,4114802223.1260004,0.9846597455398902,0.009651699538397063
2019-06-30,0.4030128437513264,71281724.048418,1.0529456289281327,0.08481873060760181
2019-06-30,1.2699623466906351,29307221023.3816,0.5929511274476091,0.050818613759264775
2019-06-30,2.0929735777434195,54563501.7,0.5725111218987684,-0.05797101449275355
2019-06-30,2.1372327954607195,55094998649.41853,0.8336570598132675,0.049702596622532846
2019-06-30,0.6272502491073674,8603248528.875,1.0388929087336272,0.0021429948069280336
2019-06-30,241.5257963468708,11125779596.82,0.8880679756093226,0.1414790996784565
2019-06-30,0.07115687333968349,44988629802.0885,1.0767477242176429,0.08723636822214043
2019-06-30,0.4753269213365881,43045787.02648576,0.3318500937868079,0.30346833322268396
2019-06-30,0.11669760207644031,3850183801.93875,0.8884658104379308,0.11902800658978552
2019-06-30,0.7770627472270343,164912800.75630417,0.6442717613016817,0.10193534872378529
2019-06-30,3.9022916015096976,27082398.6,0.08509049473201916,-0.23801652892561975
2019-06-30,0.9318599851853306,917679620.5765699,0.9929698610495686,0.3453667690606901
2019-06-30,0.3587018670505396,221746936.69500002,0.5818826767649717,0.2689655172413794
2019-06-30,0.2795182444552208,38950499.177999996,0.4671555220276688,-0.01754385964912264
2019-06-30,3.8817321652084935,269897097.03537905,1.5423401802329588,0.16735818978317685
2019-06-30,0.40274178928132176,944813095.79304,0.9676699123194558,0.0966234077922079
2019-06-30,0.5293972612275514,18194636497.095,1.1699028288613091,0.07708287039577755
2019-06-30,0.24390463660773642,752575977663.8027,1.3064119734551012,-0.021418913382103555
2019-06-30,-0.043707789485071834,25364075690.04,0.9672598822986112,0.11584694797352957
2019-06-30,0.724578721110041,33580701201.1,1.063547399293207,-0.09064266500999174
2019-06-30,0.40565025517887665,442186052.17847794,-0.10161612633376275,0.047829021851256925
2019-06-30,0.24919462750302043,3978559393.6076994,1.047483606544663,0.16335907467689048
2019-06-30,0.09363889395874295,224757812.5,1.247610130078487,0.16834170854271369
2019-06-30,-0.05302779878932139,42941236.65646496,0.34419835856120173,1.0
2019-06-30,0.6782385876878447,637293454.4605879,0.8873229303779379,0.07950664013952968
2019-06-30,0.3938575501411447,2442822412.6080003,1.1982481069578854,0.14285714285714302
2019-06-30,0.13166725125286732,2472633900.0,1.7459436016530738,0.23977433004231297
2019-06-30,0.21578053888450607,74441598.34449226,1.2640224098641497,0.0
2019-06-30,0.8181064867635817,456131941.5317,0.6393447736623444,-0.007540257745703105
2019-06-30,0.8812533480883342,3198610108.7076273,0.21517269549800577,0.002518487150726001
2019-06-30,0.20164533758551065,13932620564.4915,1.117263218735492,0.12691981301497757
2019-06-30,1.5981611435196243,577873276.02834,0.40556116651135393,0.03690453274860128
2019-06-30,0.489575557384743,216414882.15710002,0.6187368215509512,0.06486935309552266
2019-06-30,1.0685074677642923,223666871.4913292,0.33952961639815277,0.1486989113643158
2019-06-30,0.3312702474416129,44158529.2131,1.5817088919208395,0.7906137184115523
2019-06-30,0.968211293396472,8957022.038,0.1462134096154139,0.004464285714285587
2019-06-30,0.3643740165163386,140701844.2953,0.04067313226422848,0.27710843373493965
2019-06-30,0.42272760437771534,149106586.62723824,0.09556833197428818,0.09523807634164805
2019-06-30,0.1980341309907184,1591979703.912,1.244818081907256,0.14086294416243694
2019-06-30,0.5317021999257683,2449601964.295278,0.7901383859672212,0.011536196698019419
2019-06-30,0.013170349877645014,2317445119.5,1.046357872684649,0.115696649029982
2019-06-30,0.3897519137039549,2354651470.8,0.8157459808294426,-0.01069765210287077
2019-06-30,0.23103346752808412,169561847.099115,1.0083987077445378,-0.36641222986228417
2019-06-30,0.7319292822135341,18681019.622557,0.6001964868512066,-0.41165050485436905
2019-06-30,0.6216417607195667,2556410908.21646,1.8074209875712086,0.08539430118440094
2019-06-30,1.1116255690683534,1879922961.639114,0.9864789966938732,0.07001843619767056
2019-06-30,0.07222503462125628,702186880.8564751,0.25852797221931656,0.05259913054754617
2019-06-30,-0.7535362574681106,6196506424.912951,0.6844874700315835,0.06422567125202527
2019-06-30,0.04951912259618707,32784490.48850455,1.07783078502252,-0.09374998291015657
2019-06-30,9.943415591518804,32349982672.015766,0.529071982439089,0.03965184222282825
2019-06-30,0.24577372767954184,11282953217.262255,1.2391286643978607,0.12845786117240587
2019-06-30,0.5132365036814028,574328116.548,2.353927765772371,0.07932379713914184
2019-06-30,-0.2718162364136004,264348469.41051,0.5191080757511931,0.16160000434534716
2019-06-30,0.2773738827707879,3851014953.9526443,1.7514431000664932,-0.0630465350029098
2019-06-30,1.3860755855760973,681812791.572336,0.046372243795190386,0.023239982076081356
2019-06-30,1.5107528943449826,150587343.99674225,0.8913445692962911,0.061447848476482436
2019-06-30,1.042210982879724,24778521.25349711,0.7253701044093068,-0.04469273743016766
2019-06-30,0.42492046142416984,931829886.0,0.9549316751299111,0.117647058823529
2019-06-30,1.333220016372977,549788049.1190001,2.178704242085986,0.236135877061328
2019-06-30,-0.011293321813113997,11212940.445,0.26502215986788535,1.0
2019-06-30,0.5009401253795833,3002025071.4696503,0.7486129836441081,0.17484868752801286
2019-06-30,0.5730454603095518,1568024552.3157601,0.9915208740141666,0.09301076541042486
2019-06-30,1.246623012884149,112472796.67839475,0.015086838732396505,0.0099791758927541
2019-06-30,0.5003487843763201,7489387033.33275,0.9928591014158469,0.09810996510451941
2019-06-30,0.7714114388502833,304634939.34000003,0.6226001746124669,0.16586506821977798
2019-06-30,0.0789212587495198,398520421.34047353,0.5508351269142592,0.11249999531250032
2019-06-30,0.8920176107501641,298682656.0565,0.5976333313729064,0.029739826600190256
2019-06-30,2.0281765644751153,204280493.62682766,0.18500976091332072,0.026271767813809355
2019-06-30,0.8598545776243963,739621896.932625,0.9165331857255754,0.05989502710931793
2019-06-30,1.152024892606455,662801199.3349999,0.9471366854575483,0.0722879816300257
2019-06-30,1.6345527871773418,194537383.11515403,0.4786134481633293,0.03129884692241869
2019-06-30,0.9190464639505812,17177287.5,0.28214993131389543,-0.17142857142857149
2019-06-30,0.828459397870812,319077414.681605,0.6551743380126045,0.03963189420490343
2019-06-30,0.5262419402823493,530854727.21769154,0.3470659502972716,0.14096906713572
2019-06-30,0.5926280628614496,24495883.0,0.08813622325461536,0.125
2019-06-30,0.09664820237045517,982730786814.0,1.4348679600389465,0.08311786924149778
2019-06-30,0.3655333200986012,5250116913.751,0.9599738226357821,-0.07135470527404386
2019-06-30,0.22356355760144467,2517240940.5,1.8693912161318575,0.05200321432671351
2019-06-30,0.9822800413664664,85474494.33312778,0.46190502321091176,-0.030268836602834415
2019-06-30,1.0157293894760193,183908274.0,1.3098307435572565,0.047156726768377455
2019-06-30,1.0931249592347538,46220370767.11962,0.6530084027072671,0.0
2019-06-30,0.18314293658566308,993296839.4289999,1.2870328288185344,0.11596757137821667
2019-06-30,0.5016487561294304,5285920855.93,1.1446989006616612,0.1295603575357227
2019-06-30,0.33915997053124824,10459947712.816769,0.635677502754835,-0.005160235856635609
2019-06-30,0.16228106867453906,228097377.69228035,0.1586355407944099,0.052777816105086695
2019-06-30,0.3578191660424853,6736890.50205677,1.2611671228962107,-0.1071428571428572
2019-06-30,1.1682838303153884,25224292.61187672,0.2864469220705175,-0.024072862876205803
2019-06-30,14.673462010149924,9022007901.00667,0.8286711920652348,0.045081930953882576
2019-06-30,1.1772823663234022,467104380.47150004,0.6140334883932625,-0.4342105263157895
2019-06-30,0.9687025218344258,10260509619.73064,1.0100059341321832,0.007692442066065341
2019-06-30,0.713336799993599,2538095622.87,1.186406783597528,0.14265514852830985
2019-06-30,0.012156703514233749,2584514883.14175,1.7195143949845935,-0.047593250920424324
2019-06-30,1.1578116517279171,171658731688.71445,0.11460772837544835,0.009262697913781981
2019-06-30,0.13486895602922816,16704346.736000001,0.3020538673736169,-0.2142857142857143
2019-06-30,1.2278670941960668,545845254.5650655,0.2672205546011692,0.06673416393033405
2019-06-30,3.333523973425482,43326870.21562848,0.0002574346497661653,0.0038986354015859703
2019-06-30,0.82382586879469,344914496.8386994,0.7252526266822025,0.09354836022306201
2019-06-30,1.4055283919773485,281168557.2009642,0.81704143412851,0.12620384474915047
2019-06-30,0.2607601677843591,2017492586.5985,0.7516845853072074,0.08726711072497317
2019-06-30,0.5354033138366222,182140343.0566875,0.5411565375443657,0.10307016370293764
2019-06-30,1.1807868608676286,26731165913.53,1.176297700113648,0.02474550653990515
2019-06-30,0.6858674808287215,337996474.74,0.5200956799974268,0.051001821493624755
2019-06-30,0.4048000538458961,743204275.28283,0.7913911340836898,0.010297037562942757
2019-06-30,1.2478688200964747,552199002.190075,-0.0038159490416181585,0.02066421464214141
2019-06-30,4.0236552572797475,9164375.058125,0.8462420551769558,0.0826086956521741
2019-06-30,0.15255993519546227,42268775879.7,1.4518289059336627,0.08905988503567341
2019-06-30,0.5150763578240849,31605669148.48,1.048147186447617,0.1180022555686151
2019-06-30,0.5747634094157366,18429234077.2732,0.9919443090065714,0.06184410470006885
2019-06-30,1.7502364398594388,69370434.11302225,0.33147910718913626,0.08724484690200729
2019-06-30,0.7301863964918978,2551436306.8302794,0.5374610872172493,0.0388760354970048
2019-06-30,0.6054548429421847,561506500.6197001,0.620155399442634,-0.16257668711656448
2019-06-30,0.38496616176460774,8360496254.602501,0.9942795983957528,0.062339606634362665
2019-06-30,0.8668126708346001,5643793956.14051,0.5347456154734999,-0.005323064037236258
2019-06-30,1.7974188959231525,52357753960.1983,1.1393964793491353,0.1622075832333678
2019-06-30,0.6601299989765019,367598945.868,0.10647722365673273,0.0968379446640315
2019-06-30,55.17525735980797,461337016.00516826,-0.0270830442992141,-0.11344533154438108
2019-06-30,0.3211764243946848,5785387558.511637,0.7196114162007282,0.1521533444855625
2019-06-30,1.7388180041391426,533323168.4848917,-0.0631445112076598,0.009442976953319748
2019-06-30,1.0131315123209699,74925422.67112064,0.43987278244884404,-0.14687190876975897
2019-06-30,0.8618029196824797,127603025.458479,0.5953779045224808,0.05086074515077854
2019-06-30,0.4789101182441221,412315862.5,1.0127123616156652,0.07983539094650238
2019-06-30,0.18301557070510174,1530082419.3235195,0.35208147804949597,0.006249856678263388
2019-06-30,1.3534394050234453,1982153240.1825001,1.5298606626670055,0.4061413799983613
2019-06-30,1.6021531706395673,11475878.4,0.8328394019648291,0.16792452830188664
2019-06-30,0.09202972762800836,824328567.9585,1.4486973322496204,0.3621495327102804
2019-06-30,0.3393143590257833,1498485155.3891082,1.3007566696523019,0.09958732812670812
2019-06-30,0.25087565286678615,1743145217.8269749,1.5396942136714746,-0.06731517430332468
2019-06-30,0.3784884261959595,2586850625.0,1.7050191547670106,0.05365223012281839
2019-06-30,0.4197197312619673,691643423.348979,1.6160206544712512,-0.0007698460472647106
2019-06-30,0.6874873883052883,1594425168.0,0.7909093411614259,0.09128484012108729
2019-06-30,0.10089472246347864,341937590.94,1.9231164625091641,0.1090100111234702
2019-06-30,0.2508184664310832,26189075.644,0.3145595317085278,0.07692307692307687
2019-06-30,0.42279835015747463,1630508852.3540177,0.35376502586818864,-0.039590241385832003
2019-06-30,1.7401402270132,10031700885.504,1.424537263467064,0.08176863224379494
2019-06-30,0.10575995323701956,658529723.31446,1.1815656548820686,0.19829419619841815
2019-06-30,1.752646391632203,85818041.00415,0.7302345715906832,0.07421933780322676
2019-06-30,0.11275221387911731,2081060593.0998409,1.3447215080141848,0.0942265546549057
2019-06-30,-0.7829212271300849,39132226.6985,0.6421475861610705,-0.13253012048192758
2019-06-30,0.0715223856595389,1686683648.0368695,0.9578029089148234,-0.020658551220351873
2019-06-30,0.8190904071888679,2973901186.2505,0.9773145588501299,0.08472997874829336
2019-06-30,0.026468769258324792,4505284573.14572,1.18703210015846,0.07506376740544729
2019-06-30,0.6228313075231485,8727200729.977076,0.06741643477164647,0.04191329271603217
2019-06-30,0.49630563237946257,32615986.452499997,0.10413257820695199,0.01526717557251911
2019-06-30,0.13583959834656223,111300338.92950001,0.99794759062107,0.0716723549488052
2019-06-30,0.19536194072233973,8624839582.872375,1.1350805814533802,0.045590816311698035
2019-06-30,1.7073644975743414,680138947.0665,1.599325172085972,-0.25281958873628985
2019-06-30,0.7379269776790564,536508715.72479737,1.1138847882273166,-0.06334086812398076
2019-06-30,0.04995658961262003,172833863.882,0.7475179985133742,0.02164948453608262
2019-06-30,0.6190470761817882,6121550081.61805,0.5549795929442592,-0.004530869711559804
2019-06-30,0.34778293133199584,5944150366.615714,1.6611091388687165,0.018861080884982062
2019-06-30,-0.19281799310898665,96648072.0,0.5179530211631229,-0.22093023255813926
