,book_to_market,market_cap,beta,discr_r
2019-06-30,0.8356032529723556,2231081210.81465,1.4162952788815921,0.02175066312997309
2019-06-30,0.158062076215537,10459777317.49391,0.7985727100196811,0.06585377923917868
2019-06-30,0.1303600268223645,152866378.0,1.7062173580529951,0.04458598726114671
2019-06-30,0.7797496124382306,32891761.64672,0.3247572547764156,0.006867880379335833
2019-06-30,0.5215324502827687,2715616410.4491177,0.34750810529548426,0.007111566080925336
2019-06-30,0.6263923741552866,151067576.5,1.8621377022481815,0.1123595505617978
2019-06-30,0.30065784715855187,22137822.753158145,0.9885880662795344,0.12500000000000022
2019-06-30,0.38669500526385586,5110976952.472315,0.0979848745127733,0.015220207215522752
2019-06-30,0.11451963447049107,2661730565.0,1.5610467777066164,0.059826817108370456
2019-06-30,0.16016513711041283,209728476.963,1.3285568011627311,0.37142857142857166
2019-06-30,0.46402793899889383,7820470936.2,1.0119837290988154,0.053848305510127537
2019-06-30,0.722824523881308,2616286731.8924055,0.7570644027552544,0.02335749209787874
2019-06-30,0.48503403634549225,39651178406.70456,0.05745738986956901,0.02194608175109991
2019-06-30,0.7827259060731406,809050132.268435,1.0330244708810796,0.0035714324263036445
2019-06-30,0.43419840157812084,891252795.393095,1.0558952285297625,0.04382084281408649
2019-06-30,0.3119247384849257,7079513857.8756,0.45876976369142203,0.003988162009808338
2019-06-30,0.523752674311909,254385124.0,0.9355301913199232,-0.027879677182685247
2019-06-30,0.38069138819681864,616196099.4856037,0.7008392658671506,0.08190123418056827
2019-06-30,0.037026286778773135,33032071.63141399,0.5240763270645991,0.06315789473684208
2019-06-30,0.14877241553895476,80495788283.8375,1.574137301776894,0.10571639994170035
2019-06-30,0.230433812234122,3085148128.228177,0.9444892839320355,0.1023265266188742
2019-06-30,0.02244175661940233,30932011278.3245,1.6759633080547505,0.039402598651158804
2019-06-30,0.4206166364197384,3535708139.67129,1.187937062111296,0.0008344589533844093
2019-06-30,0.3223530456546331,104793206.12077428,0.581504591554539,0.01857585139318907
2019-06-30,1.3884708656460485,242923065.40028,0.4609750886483873,0.06273356734349633
2019-06-30,2.4987359998452794,3036879894.9346,0.09628897242266131,-0.003185746844392545
2019-06-30,0.060936909184126066,11806264461.293476,0.7827132554424577,-0.0452490936809975
2019-06-30,0.5700377301637828,1094100192.5713,0.7021845498247857,-0.010606010529536025
2019-06-30,0.3092966514620697,96305372.875,0.6981434933500394,0.2024539877300613
2019-06-30,1.4413806344995534,294952102.26454663,0.444351874908941,0.035188601475889536
2019-06-30,0.27007489187619593,4426604202.048,1.002299277212485,0.09208786196455421
2019-06-30,0.2362679035947645,28936415.29860782,-0.4978646049820087,-0.21259844195625832
2019-06-30,-0.714193046002415,15433454336.495998,0.6173652866226643,0.06099355211363977
2019-06-30,0.7760973196407563,58145618788.869995,0.8961591628149387,0.03289863339820753
2019-06-30,0.021209326347870445,8875150245.1985,1.2597929016227267,0.09301002262511204
2019-06-30,-0.28722447687249353,2064345345.426995,0.2584352091004829,-0.02175459512007616
2019-06-30,0.9314873935970537,20002311.0,0.9373217270037408,0.09999999999999987
2019-06-30,0.8202970147701099,110337876.0,1.7945997312712691,0.1439393939393938
2019-06-30,0.3089724761957888,13971053862.832306,0.8601307073080576,0.050851793642906706
2019-06-30,0.27939256951678004,139656774.38729,1.615791826577888,-0.32432432432432434
2019-06-30,0.40351801794712944,25446498849.70578,0.3506506375025912,-0.0009882894544651633
2019-06-30,0.6341199822336941,764089969.20676,1.0087031493269671,0.20429308293000026
2019-06-30,0.4406723504000055,40810727.95152163,0.41552792942364514,-0.0217391091682414
2019-06-30,0.1690047483584426,98309126429.15201,0.986172649544341,0.08591239216451196
2019-06-30,0.26193413303192503,508478426.80460006,0.8206845894734993,0.08407589517565284
2019-06-30,0.6426275578277398,743528344.3936392,0.4707359026020736,0.01555327174429344
2019-06-30,2.8195915246749066,203115935.2986912,0.7516452317986456,0.08379983656792689
2019-06-30,1.65511026989379,29612267452.65,0.9623771558302113,0.08278741497777586
2019-06-30,0.2633864400101014,2384822256.89048,1.1451802587340862,0.1862400497984471
2019-06-30,1.15071160791103,345324902.81799996,1.2471119088061626,0.2696413492266374
2019-06-30,1.9257958984145955,10591902700.374973,0.03796140603754629,0.046711699238797255
2019-06-30,0.5425149272789418,1066125427.0776899,0.4485324718585105,0.004478693067967221
2019-06-30,1.9218392081233495,2940051.57839535,0.14951927846469243,-0.03672308989540862
2019-06-30,0.5953097390415472,12537339812.736,0.6304209125557289,-0.009338889597582778
2019-06-30,-0.12687778800753388,893154535.0,1.292138805068126,-0.017448856799037293
2019-06-30,0.43520025793168016,1335094168.7876248,0.8689533828866361,0.10528195763626469
2019-06-30,3.1223112002217275,486824206.877446,1.2273914969451307,0.28089299905421705
2019-06-30,1.5175853800873902,393158295.5597976,0.664790245475067,0.027657608619825913
2019-06-30,0.2684084408493949,798686674.5,1.434411778448442,0.033920417482061316
2019-06-30,0.4570885553132422,20218631.404,0.43173123650830136,-0.06533575317604345
2019-06-30,0.756914995584947,19697333.385054,1.0145196813668274,0.05100470018561687
2019-06-30,0.4109831537898079,2988390100.0,1.5414727667003871,0.1945593928641829
2019-06-30,0.09996839911394795,3999879198.2116075,1.83933145366757,0.15096575850078287
2019-06-30,0.5725002376354562,387376640.69031,0.4018753087929719,0.09664369726608868
2019-06-30,1.921467390791939,361237915.03122,0.6880773034752313,0.027757940338906772
2019-06-30,1.2611431724243785,63806515.76660401,0.6274159983972372,0.026445984581382476
2019-06-30,0.3900865540134951,2009979758.45,1.4947623035943414,0.17754480665553518
2019-06-30,0.1564356573116762,8444464725.839999,1.0237491885429306,0.005517048243954381
2019-06-30,0.5117929073572035,1492165972.446,1.2209741137060734,0.13530104939022625
2019-06-30,0.4892255114157454,295624777.0,0.8255752411996807,0.12703141928494
2019-06-30,0.7701493341373161,984653536.0062749,0.8433401814136576,-0.005833407139062774
2019-06-30,0.6489785284580174,117467562.465,0.5645757887569198,0.011928429423459175
2019-06-30,0.7960219916556199,97234329.939,0.35891354948478427,0.25730337078651666
2019-06-30,0.06209775492443574,270642282.2532701,0.8481587076959848,0.017217714287494967
2019-06-30,4.97251978856103,5327091146.069795,1.1767742573517777,0.11781616261443073
2019-06-30,29.338392187915172,6634547.8655,0.3384363384448207,-0.1511111111111112
2019-06-30,0.9436033341248719,71848061.68945825,0.07913010379574897,0.037481211113050694
2019-06-30,8.10823101458595,34037883.999261424,0.7345888838248426,0.03211004439862175
2019-06-30,0.5606271458204881,46095182930.392746,0.6297707814663266,0.09464109229019946
2019-06-30,1.0334141443128542,447920090.4451682,0.756837705719231,0.07578956758014521
2019-06-30,0.8389489303004165,376261576.1028,1.5421323159015154,0.08527135148128195
2019-06-30,5.269314893182775,2245039919.07,1.4830430087630213,0.0948905109489051
2019-06-30,0.863895125274672,597106837.19232,0.9592651893151144,0.32907813160512633
2019-06-30,0.7988812023627172,56396477558.09499,0.08886874348471166,0.03072074275673975
2019-06-30,1.6762574202367735,602220550.7950691,0.03360341393371631,0.005935880659651005
2019-06-30,0.6367002352822265,2250608602.3929,1.465398639801229,0.16447826335854288
2019-06-30,1.2429284909625005,2770733243.806753,1.0482151162255111,0.05960342481716885
2019-06-30,0.5641998921862758,10015393574.19,0.6179811272596424,0.060759260997557796
2019-06-30,1.4403889625646717,347312060.984625,-0.07830068779829727,0.00901462417067278
2019-06-30,0.4037112355712392,9231414759.04368,0.3629532811048018,0.01777389668756424
2019-06-30,1.3091602919439613,435472294.461012,0.7741748019571537,0.03109087740010552
2019-06-30,0.5757492855383444,984373624.3028953,-0.15797789309284513,0.016513816974860207
2019-06-30,0.3229357798972073,667346894.67048,0.315448382691517,0.030163900139831723
2019-06-30,0.422216167784343,2340889600.0,1.1272572547585402,0.21017034068136287
2019-06-30,0.4157466982321102,139770967.38476697,0.9324115270903235,0.09937901254315595
2019-06-30,-1.0820273559266709,572295161.8857569,0.5972333875157951,0.05786357799387076
2019-06-30,0.4221363348952729,728291775.7464964,1.2867896853611331,-0.11213114754098341
2019-06-30,1.1830841401622891,1093116554.84555,0.03311928032650558,0.015806800614261984
2019-06-30,4.821963191317912,1325825.0,0.5976193034281598,-0.061889250814332164
2019-06-30,0.3588787679283567,603384053.727,1.3249055963646068,0.3837096127069526
2019-06-30,0.06184119618763845,15004731218.295002,1.1717989214834819,0.12759058076126006
2019-06-30,0.7832737485833707,2759404023.48,1.2206587653552752,0.0893035339393613
2019-06-30,-0.03160072124924194,56657726.0164,1.1309617168747557,-0.04000000000000015
2019-06-30,0.6182800035768269,118729529.27417345,0.2748287150285152,-0.04000006227224584
2019-06-30,1.1499345000347265,871175540.6934999,0.8631297798523431,0.22893896916366185
2019-06-30,0.8340115119377465,336707128.4123801,1.2494031824355871,0.20892158153142737
2019-06-30,0.32644650977560885,2129620294.3552563,1.6314920369862311,-0.009213010906498731
2019-06-30,0.18936063974524156,60167435.4,0.8297983479117852,0.06504065040650375
2019-06-30,0.993153734311249,2587374391.9716945,1.2964548742510646,0.15445547480234478
2019-06-30,3.467724110760024,2457035394.0,0.9237996816231331,0.033333333333333215
2019-06-30,0.9256129763828078,1977636290.002742,0.7210481475256851,0.05662474010169327
2019-06-30,0.7447864293422044,32680072980.25,1.0424131721747585,-0.0971279385027024
2019-06-30,1.3778315916857389,183435205.85396084,0.6134044651622482,0.07771474160337566
2019-06-30,0.6464860887028829,944949773.33465,0.9455661772038141,0.1509342172815631
2019-06-30,0.9293659124350008,2916867513.335915,0.7583264251579511,0.025496896407996905
2019-06-30,1.0732217065728575,358623281.58509266,0.7844909330140828,0.04484080380321731
2019-06-30,1.1219443642609535,36344423.756305,0.15736592963028856,-0.04976956823251544
2019-06-30,0.1254625808118073,68869993.29306379,0.6304646629333558,-0.04615387692307682
2019-06-30,0.9148941204769917,1438845490.325538,0.5297279503612209,0.0500891999009323
2019-06-30,1.0816876058423224,118911581.70404339,0.9787507642673121,0.1885348001282945
2019-06-30,0.6691900101091245,4156524335.0533495,1.1471475729394789,-0.015032819243148032
2019-06-30,1.360779410005947,18360391.543,1.101744856716844,-0.17857142857142871
2019-06-30,0.297062690154541,2929769881.5,1.6238277015714726,0.25067033843032127
2019-06-30,0.16866250659229692,12814778348.847,0.9663115088146815,0.0911157051177327
2019-06-30,0.5724561811784094,131661455.0,1.0392135977862538,0.020188425302826385
2019-06-30,0.4605194169261769,249421407.53939357,1.1443280840233079,0.11722307016942923
2019-06-30,1.4743715293933743,473642663.327768,0.23257904996856776,0.05974520856985288
2019-06-30,0.696312783399148,3050325300.0,0.5251192298527193,0.03779014003452863
2019-06-30,0.08652001072460395,17607265320.0,1.8101074476781054,0.10316694446881325
2019-06-30,1.8693739531830083,95628754.875,0.18899547997583993,0.10526315789473695
2019-06-30,0.7940990162969264,2171226914.0898333,0.5008705792782957,-0.01967531210025608
2019-06-30,0.6134499314775562,24382863.393765,-0.07101579807650892,-0.1071428571428572
2019-06-30,0.5873126907155938,55104843.43681999,0.3975104479546313,-0.012096774193548265
2019-06-30,1.14048250682596,878128580.4410985,0.53051790012005,0.13090723957004657
2019-06-30,0.7123989685999483,947190538.7382008,1.2804764748114714,0.15996742738470693
2019-06-30,4.801636217361343,19578847975.104,1.2660985009906336,0.06799768518518468
2019-06-30,-0.045419494023681214,14032747608.880249,1.5657192037206595,0.197576321009995
2019-06-30,1.4144826885923003,339912033.2100675,1.01226178098528,0.1174866756902535
2019-06-30,0.3452133249527583,5220990760.913,1.114175274221992,0.1151453509140341
2019-06-30,1.588941718399026,213903171.53842226,1.4524736649113859,0.1520911919356962
2019-06-30,5.215933997173702,11018083733.385191,1.0154168330928584,0.042285709085270407
2019-06-30,0.9738692023299255,2813165493.53928,0.9521980599890432,0.044933310500641976
2019-06-30,1.5410770149318742,412870253.3155531,0.5910243307636243,0.06016476813958449
2019-06-30,0.8955725578136577,182435955.84225002,0.8923743593116628,-0.021794846150844704
2019-06-30,0.23926460422600165,28796869000.0,1.1775334384641891,0.18439455281560546
2019-06-30,0.8971031185544815,54153446895.275,0.7816355770775301,0.07873628814774714
2019-06-30,0.45965411230721187,17074576839.1995,0.18491860039441904,0.030582367041881442
2019-06-30,9.800503664463141,59743001.6,1.1816441491413572,0.1734693877551019
2019-06-30,0.0800200700556847,478828781.34300005,-0.4140197689721778,1.31757656458056
2019-06-30,1.2036683832963346,6106028.735,0.4429664711863057,0.2642487046632125
